0.000000	3.37900E-01
0.000100	3.37900E-01
0.000110	3.37900E-01
0.000120	3.37900E-01
0.000130	3.37900E-01
0.000140	3.37900E-01
0.000150	3.37900E-01
0.000160	3.37900E-01
0.000180	3.37900E-01
0.000200	3.38000E-01
0.000220	3.38000E-01
0.000240	3.38000E-01
0.000260	3.38000E-01
0.000280	3.38000E-01
0.000300	3.38000E-01
0.000320	3.38000E-01
0.000360	3.38000E-01
0.000400	3.38000E-01
0.000450	3.38000E-01
0.000500	3.38000E-01
0.000550	3.38000E-01
0.000600	3.38000E-01
0.000650	3.38000E-01
0.000700	3.38000E-01
0.000750	3.38000E-01
0.000800	3.38000E-01
0.000850	3.38000E-01
0.000900	3.38000E-01
0.001000	3.38000E-01
0.001100	3.38000E-01
0.001200	3.38000E-01
0.001300	3.38000E-01
0.001400	3.38000E-01
0.001500	3.38000E-01
0.001600	3.38100E-01
0.001800	3.38100E-01
0.002000	3.38100E-01
0.002200	3.38100E-01
0.002400	3.38100E-01
0.002600	3.38100E-01
0.002800	3.38100E-01
0.003000	3.38200E-01
0.003200	3.38200E-01
0.003600	3.38200E-01
0.004000	3.38200E-01
0.004500	3.38300E-01
0.005000	3.38300E-01
0.005500	3.38300E-01
0.006000	3.38500E-01
0.006500	3.38800E-01
0.007000	3.39100E-01
0.007500	3.39400E-01
0.008000	3.39800E-01
0.008500	3.40100E-01
0.009000	3.40400E-01
0.010000	3.41000E-01
0.011000	3.41600E-01
0.012000	3.42200E-01
0.013000	3.42800E-01
0.014000	3.43500E-01
0.015000	3.44100E-01
0.016000	3.44700E-01
0.018000	3.45900E-01
0.020000	3.47200E-01
0.022000	3.48400E-01
0.024000	3.49700E-01
0.026000	3.51000E-01
0.028000	3.52300E-01
0.030000	3.53600E-01
0.032000	3.55000E-01
0.036000	3.57700E-01
0.040000	3.60500E-01
0.045000	3.64100E-01
0.050000	3.67700E-01
0.055000	3.71300E-01
0.060000	3.75000E-01
0.065000	3.78800E-01
0.070000	3.82500E-01
0.075000	3.86300E-01
0.080000	3.90000E-01
0.085000	3.93800E-01
0.090000	3.97500E-01
0.100000	4.05000E-01
0.110000	4.12400E-01
0.120000	4.19700E-01
0.130000	4.26900E-01
0.140000	4.34000E-01
0.150000	4.41000E-01
0.160000	4.47900E-01
0.180000	4.61200E-01
0.200000	4.74000E-01
0.220000	4.86200E-01
0.240000	4.97800E-01
0.260000	5.08900E-01
0.280000	5.19400E-01
0.300000	5.29400E-01
0.320000	5.38700E-01
0.360000	5.55900E-01
0.400000	5.70900E-01
0.450000	5.86800E-01
0.500000	5.99800E-01
0.550000	6.10200E-01
0.600000	6.18100E-01
0.650000	6.23800E-01
0.700000	6.27400E-01
0.750000	6.29200E-01
0.800000	6.29200E-01
0.850000	6.27600E-01
0.900000	6.24500E-01
1.000000	6.14100E-01
1.100000	5.97900E-01
1.200000	5.75600E-01
1.300000	5.46600E-01
1.400000	5.09900E-01
1.500000	4.64700E-01
1.600000	4.10500E-01
1.800000	2.77100E-01
2.000000	1.27600E-01
2.200000	1.40300E-02
2.280100	0.00000E+00
